alpha,beta,gamma,delta,gamma1,gamma2,k,alive,stddev
0.458035,-2.59151,2.52732,1e-08,1.24296,1e-06,0.818433,4620,5.43714
0.280029,-2.09442,3.08067,1e-08,1.24296,1e-06,0.818433,4608,4.82183
0.326328,-1.41464,3.24388,0.000494755,1.24296,1e-06,0.818433,4617,4.25689
0.656876,-2.17507,2.1776,1e-08,3.49321,1.46729,0.0244697,4197,10.1656
0.656876,-2.17507,2.1776,1e-08,6,1.30899,-0.105417,4136,9.4008
0.656876,-2.17507,2.1776,1e-08,3.85429,1.51014,0.530564,4210,9.23225
0.656876,-2.17507,2.1776,1e-08,0.953167,0.749474,-0.155882,4143,14.8848
0.656876,-2.17507,2.1776,1e-08,0.877176,1.0471,-0.010651,4115,8.86157
0.403959,-2.49864,2.78369,1e-08,3.87604,3.36393,0.80907,4649,6.07216
0.300664,-1.86795,2.54966,2.62024e-05,3.87604,3.36393,0.80907,4616,5.86302
0.458035,-2.59151,2.52732,1e-08,3.87604,3.36393,0.80907,4642,3.9191
0.280029,-2.09442,3.08067,1e-08,3.87604,3.36393,0.80907,4648,4.59619
0.326328,-1.41464,3.24388,0.000494755,3.87604,3.36393,0.80907,4616,5.3033
0.42515,-1.40283,3.02213,0.000655692,3.49321,1.46729,0.0244697,4246,12.5244
0.42515,-1.40283,3.02213,0.000655692,6,1.30899,-0.105417,4207,10.8367
0.42515,-1.40283,3.02213,0.000655692,3.85429,1.51014,0.530564,4309,6.25219
0.42515,-1.40283,3.02213,0.000655692,0.953167,0.749474,-0.155882,4326,11.3185
0.42515,-1.40283,3.02213,0.000655692,0.877176,1.0471,-0.010651,4192,14.0312
0.403959,-2.49864,2.78369,1e-08,4.0293,0.128655,0.317917,4594,3.95087
0.300664,-1.86795,2.54966,2.62024e-05,4.0293,0.128655,0.317917,4558,5.1826
0.458035,-2.59151,2.52732,1e-08,4.0293,0.128655,0.317917,4540,4.99375
0.280029,-2.09442,3.08067,1e-08,4.0293,0.128655,0.317917,4554,5.1826
0.326328,-1.41464,3.24388,0.000494755,4.0293,0.128655,0.317917,4570,7.00781
0.488786,-1.88598,2.56934,8.73179e-05,3.49321,1.46729,0.0244697,4300,7.04006
0.488786,-1.88598,2.56934,8.73179e-05,6,1.30899,-0.105417,4233,11.9998
0.488786,-1.88598,2.56934,8.73179e-05,3.85429,1.51014,0.530564,4396,7.94119
0.488786,-1.88598,2.56934,8.73179e-05,0.953167,0.749474,-0.155882,4315,7.44747
0.488786,-1.88598,2.56934,8.73179e-05,0.877176,1.0471,-0.010651,4239,16.2576
0.403959,-2.49864,2.78369,1e-08,1.70174,0.512602,-0.620563,4535,6.30445
0.300664,-1.86795,2.54966,2.62024e-05,1.70174,0.512602,-0.620563,4523,7.53093
0.458035,-2.59151,2.52732,1e-08,1.70174,0.512602,-0.620563,4454,6.20358
0.280029,-2.09442,3.08067,1e-08,1.70174,0.512602,-0.620563,4576,8.38898
0.326328,-1.41464,3.24388,0.000494755,1.70174,0.512602,-0.620563,4460,8.31039
0.588709,-3,2.46648,1e-08,3.49321,1.46729,0.0244697,4389,9.01886
0.588709,-3,2.46648,1e-08,6,1.30899,-0.105417,4354,12.2468
0.588709,-3,2.46648,1e-08,3.85429,1.51014,0.530564,4468,8.62772
0.588709,-3,2.46648,1e-08,0.953167,0.749474,-0.155882,4360,9.32068
0.588709,-3,2.46648,1e-08,0.877176,1.0471,-0.010651,4342,9.89871
0.403959,-2.49864,2.78369,1e-08,4.34136,6,0.273214,4708,2.33184
0.300664,-1.86795,2.54966,2.62024e-05,4.34136,6,0.273214,4682,3.98238
0.458035,-2.59151,2.52732,1e-08,4.34136,6,0.273214,4714,2.26039
0.280029,-2.09442,3.08067,1e-08,4.34136,6,0.273214,4700,3.68273
0.326328,-1.41464,3.24388,0.000494755,4.34136,6,0.273214,4716,2.77263
0.343583,-1.80297,3.12653,0.000248255,3.49321,1.46729,0.0244697,4405,9.0879
0.343583,-1.80297,3.12653,0.000248255,6,1.30899,-0.105417,4375,10.2468
0.343583,-1.80297,3.12653,0.000248255,3.85429,1.51014,0.530564,4385,4.99335
0.343583,-1.80297,3.12653,0.000248255,0.953167,0.749474,-0.155882,4358,9.17793
0.343583,-1.80297,3.12653,0.000248255,0.877176,1.0471,-0.010651,4316,9.10014
0.403959,-2.49864,2.78369,1e-08,2.32679,3.32242,1,4634,5.23062
0.300664,-1.86795,2.54966,2.62024e-05,2.32679,3.32242,1,4619,4.34049
0.458035,-2.59151,2.52732,1e-08,2.32679,3.32242,1,4665,4.18283
0.280029,-2.09442,3.08067,1e-08,2.32679,3.32242,1,4627,3.67795
0.326328,-1.41464,3.24388,0.000494755,2.32679,3.32242,1,4607,6.22965
0.740427,-3,2.30023,0.000191214,3.49321,1.46729,0.0244697,4225,11.4262
0.740427,-3,2.30023,0.000191214,6,1.30899,-0.105417,4068,12.3111
0.740427,-3,2.30023,0.000191214,3.85429,1.51014,0.530564,4276,14.7246
0.740427,-3,2.30023,0.000191214,0.953167,0.749474,-0.155882,4155,9.85342
0.740427,-3,2.30023,0.000191214,0.877176,1.0471,-0.010651,4115,16.749
0.403959,-2.49864,2.78369,1e-08,2.4237,0.399861,-0.691958,4582,6.66966
0.300664,-1.86795,2.54966,2.62024e-05,2.4237,0.399861,-0.691958,4602,5.97782
0.458035,-2.59151,2.52732,1e-08,2.4237,0.399861,-0.691958,4587,7.05088
0.280029,-2.09442,3.08067,1e-08,2.4237,0.399861,-0.691958,4569,7.59086
0.326328,-1.41464,3.24388,0.000494755,2.4237,0.399861,-0.691958,4535,7.20216
0.485191,-2.73688,2.427,1e-08,3.49321,1.46729,0.0244697,4374,9.97419
0.485191,-2.73688,2.427,1e-08,6,1.30899,-0.105417,4351,9.9591
0.485191,-2.73688,2.427,1e-08,3.85429,1.51014,0.530564,4476,9.83933
0.485191,-2.73688,2.427,1e-08,0.953167,0.749474,-0.155882,4333,7.06416
0.485191,-2.73688,2.427,1e-08,0.877176,1.0471,-0.010651,4421,9.07413
0.485191,-2.73688,2.427,1e-08,0.216347,5.2224,0.0151433,4685,2.81111
0.300664,-1.86795,2.54966,2.62024e-05,0.216347,5.2224,0.0151433,4692,3.17214
0.458035,-2.59151,2.52732,1e-08,0.216347,5.2224,0.0151433,4669,4.4612
0.280029,-2.09442,3.08067,1e-08,0.216347,5.2224,0.0151433,4672,4
0.326328,-1.41464,3.24388,0.000494755,0.216347,5.2224,0.0151433,4685,2.55487
0.655401,-2.18758,2.4455,0.000698473,3.49321,1.46729,0.0244697,4156,8.41502
0.655401,-2.18758,2.4455,0.000698473,6,1.30899,-0.105417,4029,14.9634
0.655401,-2.18758,2.4455,0.000698473,3.85429,1.51014,0.530564,4126,13.4251
0.655401,-2.18758,2.4455,0.000698473,0.953167,0.749474,-0.155882,4134,14.256
0.655401,-2.18758,2.4455,0.000698473,0.877176,1.0471,-0.010651,4114,12.6534
0.485191,-2.73688,2.427,1e-08,4.97136,6,0.618519,4714,2.23257
0.300664,-1.86795,2.54966,2.62024e-05,4.97136,6,0.618519,4708,3.81608
0.458035,-2.59151,2.52732,1e-08,4.97136,6,0.618519,4703,2.19285
0.280029,-2.09442,3.08067,1e-08,4.97136,6,0.618519,4723,2.40361
0.326328,-1.41464,3.24388,0.000494755,4.97136,6,0.618519,4683,3.63522
0.609507,-2.61813,2.81129,0.000291036,3.49321,1.46729,0.0244697,4333,7.90742
0.609507,-2.61813,2.81129,0.000291036,6,1.30899,-0.105417,4301,12.1461
0.609507,-2.61813,2.81129,0.000291036,3.85429,1.51014,0.530564,4375,9.26667
0.609507,-2.61813,2.81129,0.000291036,0.953167,0.749474,-0.155882,4318,9.6881
0.609507,-2.61813,2.81129,0.000291036,0.877176,1.0471,-0.010651,4225,10.7846
0.485191,-2.73688,2.427,1e-08,2.30975,5.60834,-0.144182,4695,3.22042
0.300664,-1.86795,2.54966,2.62024e-05,2.30975,5.60834,-0.144182,4700,3.17214
0.458035,-2.59151,2.52732,1e-08,2.30975,5.60834,-0.144182,4679,3.63952
0.280029,-2.09442,3.08067,1e-08,2.30975,5.60834,-0.144182,4689,3.73277
0.326328,-1.41464,3.24388,0.000494755,2.30975,5.60834,-0.144182,4688,2.42384
0.597292,-2.92164,2.5762,8.73179e-05,3.49321,1.46729,0.0244697,4285,9.24134
0.597292,-2.92164,2.5762,8.73179e-05,6,1.30899,-0.105417,4374,8.80962
0.597292,-2.92164,2.5762,8.73179e-05,3.85429,1.51014,0.530564,4407,7.60731
0.597292,-2.92164,2.5762,8.73179e-05,0.953167,0.749474,-0.155882,4390,11.2076
0.597292,-2.92164,2.5762,8.73179e-05,0.877176,1.0471,-0.010651,4308,9.12757
0.485191,-2.73688,2.427,1e-08,5.80332,1e-06,0.105289,4578,5.01093
0.300664,-1.86795,2.54966,2.62024e-05,5.80332,1e-06,0.105289,4634,4.31386
0.458035,-2.59151,2.52732,1e-08,5.80332,1e-06,0.105289,4580,4.49305
0.280029,-2.09442,3.08067,1e-08,5.80332,1e-06,0.105289,4620,6.4469
0.326328,-1.41464,3.24388,0.000494755,5.80332,1e-06,0.105289,4642,4.62162
0.458035,-2.59151,2.52732,1e-08,3.49321,1.46729,0.0244697,4426,9.78439
0.458035,-2.59151,2.52732,1e-08,6,1.30899,-0.105417,4333,6.94819
0.458035,-2.59151,2.52732,1e-08,3.85429,1.51014,0.530564,4416,7.46659
0.458035,-2.59151,2.52732,1e-08,0.953167,0.749474,-0.155882,4343,7.92124
0.458035,-2.59151,2.52732,1e-08,0.877176,1.0471,-0.010651,4364,8.48896
0.485191,-2.73688,2.427,1e-08,2.47945,5.27457,1,4699,4.11884
0.300664,-1.86795,2.54966,2.62024e-05,2.47945,5.27457,1,4691,2.55487
0.458035,-2.59151,2.52732,1e-08,2.47945,5.27457,1,4695,4.18283
0.280029,-2.09442,3.08067,1e-08,2.47945,5.27457,1,4695,4.03064
0.326328,-1.41464,3.24388,0.000494755,2.47945,5.27457,1,4681,2.54874
0.402051,-2.987,2.93801,0.000142613,3.49321,1.46729,0.0244697,4384,11.1299
0.402051,-2.987,2.93801,0.000142613,6,1.30899,-0.105417,4376,8.44837
0.402051,-2.987,2.93801,0.000142613,3.85429,1.51014,0.530564,4462,8.57959
0.402051,-2.987,2.93801,0.000142613,0.953167,0.749474,-0.155882,4445,9.90088
0.402051,-2.987,2.93801,0.000142613,0.877176,1.0471,-0.010651,4369,6.72187
0.402051,-2.987,2.93801,0.000142613,1e-06,0.699448,0.640565,4782,1.05327
0.300664,-1.86795,2.54966,2.62024e-05,1e-06,0.699448,0.640565,4787,1.01358
0.458035,-2.59151,2.52732,1e-08,1e-06,0.699448,0.640565,4785,0.899218
0.280029,-2.09442,3.08067,1e-08,1e-06,0.699448,0.640565,4790,1.05327
0.326328,-1.41464,3.24388,0.000494755,1e-06,0.699448,0.640565,4784,0.935414
0.738833,-2.93728,2.24668,0.000346331,3.49321,1.46729,0.0244697,4098,12.9174
0.738833,-2.93728,2.24668,0.000346331,6,1.30899,-0.105417,4148,10.3893
0.738833,-2.93728,2.24668,0.000346331,3.85429,1.51014,0.530564,4250,15.0411
0.738833,-2.93728,2.24668,0.000346331,0.953167,0.749474,-0.155882,4144,11.538
0.738833,-2.93728,2.24668,0.000346331,0.877176,1.0471,-0.010651,4130,14.0884
0.402051,-2.987,2.93801,0.000142613,3.72338,1e-06,-0.0352794,4594,4.16646
0.300664,-1.86795,2.54966,2.62024e-05,3.72338,1e-06,-0.0352794,4640,5.39676
0.458035,-2.59151,2.52732,1e-08,3.72338,1e-06,-0.0352794,4597,5.09557
0.280029,-2.09442,3.08067,1e-08,3.72338,1e-06,-0.0352794,4630,4.84607
0.326328,-1.41464,3.24388,0.000494755,3.72338,1e-06,-0.0352794,4615,5.62326
0.495614,-1.99846,2.7524,0.000451974,3.49321,1.46729,0.0244697,4298,8.50643
0.495614,-1.99846,2.7524,0.000451974,6,1.30899,-0.105417,4312,9.61119
0.495614,-1.99846,2.7524,0.000451974,3.85429,1.51014,0.530564,4366,7.5488
0.495614,-1.99846,2.7524,0.000451974,0.953167,0.749474,-0.155882,4361,8.93706
0.495614,-1.99846,2.7524,0.000451974,0.877176,1.0471,-0.010651,4281,6.02047
0.402051,-2.987,2.93801,0.000142613,1.81665,4.11614,1,4669,3.22527
0.300664,-1.86795,2.54966,2.62024e-05,1.81665,4.11614,1,4638,4.99844
0.458035,-2.59151,2.52732,1e-08,1.81665,4.11614,1,4680,3.04138
0.280029,-2.09442,3.08067,1e-08,1.81665,4.11614,1,4667,4.29707
0.326328,-1.41464,3.24388,0.000494755,1.81665,4.11614,1,4627,4.58556
0.463775,-2.05434,2.61947,0.000291036,3.49321,1.46729,0.0244697,4369,9.64021
0.463775,-2.05434,2.61947,0.000291036,6,1.30899,-0.105417,4315,6.95269
0.463775,-2.05434,2.61947,0.000291036,3.85429,1.51014,0.530564,4402,6.518
0.463775,-2.05434,2.61947,0.000291036,0.953167,0.749474,-0.155882,4373,11.2011
0.463775,-2.05434,2.61947,0.000291036,0.877176,1.0471,-0.010651,4345,10.2346
0.402051,-2.987,2.93801,0.000142613,5.40408,3.95829,-0.37716,4651,4.80519
0.300664,-1.86795,2.54966,2.62024e-05,5.40408,3.95829,-0.37716,4660,4.52079
0.458035,-2.59151,2.52732,1e-08,5.40408,3.95829,-0.37716,4637,4.20147
0.280029,-2.09442,3.08067,1e-08,5.40408,3.95829,-0.37716,4664,3.937
0.326328,-1.41464,3.24388,0.000494755,5.40408,3.95829,-0.37716,4614,3.47985
0.395608,-1.21228,3.09952,0.000655692,3.49321,1.46729,0.0244697,4335,10.1333
0.395608,-1.21228,3.09952,0.000655692,6,1.30899,-0.105417,4260,9.28372
0.395608,-1.21228,3.09952,0.000655692,3.85429,1.51014,0.530564,4349,8.12572
0.395608,-1.21228,3.09952,0.000655692,0.953167,0.749474,-0.155882,4372,10.7092
0.395608,-1.21228,3.09952,0.000655692,0.877176,1.0471,-0.010651,4247,12.9806
0.402051,-2.987,2.93801,0.000142613,3.03313,0.112303,-1,4762,1.65359
0.300664,-1.86795,2.54966,2.62024e-05,3.03313,0.112303,-1,4768,1.5
0.458035,-2.59151,2.52732,1e-08,3.03313,0.112303,-1,4754,1.93245
0.280029,-2.09442,3.08067,1e-08,3.03313,0.112303,-1,4759,1.5799
0.326328,-1.41464,3.24388,0.000494755,3.03313,0.112303,-1,4755,1.58976
0.702685,-3,2.47228,8.73179e-05,3.49321,1.46729,0.0244697,4221,7.29057
0.702685,-3,2.47228,8.73179e-05,6,1.30899,-0.105417,4223,9.22272
0.702685,-3,2.47228,8.73179e-05,3.85429,1.51014,0.530564,4356,9.37083
0.702685,-3,2.47228,8.73179e-05,0.953167,0.749474,-0.155882,4314,6.60374
0.702685,-3,2.47228,8.73179e-05,0.877176,1.0471,-0.010651,4208,10.4163
0.402051,-2.987,2.93801,0.000142613,2.22592,5.6168,0.969512,4702,4.41411
0.300664,-1.86795,2.54966,2.62024e-05,2.22592,5.6168,0.969512,4690,4.39993
0.458035,-2.59151,2.52732,1e-08,2.22592,5.6168,0.969512,4701,3.06632
0.280029,-2.09442,3.08067,1e-08,2.22592,5.6168,0.969512,4703,2.72646
0.326328,-1.41464,3.24388,0.000494755,2.22592,5.6168,0.969512,4675,2.98368
0.51785,-2.98599,2.31469,1e-08,3.49321,1.46729,0.0244697,4448,8.76784
0.51785,-2.98599,2.31469,1e-08,6,1.30899,-0.105417,4336,11.2971
0.51785,-2.98599,2.31469,1e-08,3.85429,1.51014,0.530564,4461,6.73813
0.51785,-2.98599,2.31469,1e-08,0.953167,0.749474,-0.155882,4406,7.49896
0.51785,-2.98599,2.31469,1e-08,0.877176,1.0471,-0.010651,4385,7.82998
0.402051,-2.987,2.93801,0.000142613,3.85128,4.38049,-0.65688,4696,2.73861
0.300664,-1.86795,2.54966,2.62024e-05,3.85128,4.38049,-0.65688,4695,3.84006
0.458035,-2.59151,2.52732,1e-08,3.85128,4.38049,-0.65688,4682,3.90312
0.280029,-2.09442,3.08067,1e-08,3.85128,4.38049,-0.65688,4708,4.0078
0.51785,-2.98599,2.31469,1e-08,3.85128,4.38049,-0.65688,4698,3.53332
0.52324,-2.94578,2.8347,1e-08,3.49321,1.46729,0.0244697,4411,6.25219
0.52324,-2.94578,2.8347,1e-08,6,1.30899,-0.105417,4369,10.2803
0.52324,-2.94578,2.8347,1e-08,3.85429,1.51014,0.530564,4451,8.52363
0.52324,-2.94578,2.8347,1e-08,0.953167,0.749474,-0.155882,4355,9.36228
0.52324,-2.94578,2.8347,1e-08,0.877176,1.0471,-0.010651,4396,9.37083
0.402051,-2.987,2.93801,0.000142613,2.37466,3.62207,0.75089,4632,3.60555
0.300664,-1.86795,2.54966,2.62024e-05,2.37466,3.62207,0.75089,4634,3.23796
0.458035,-2.59151,2.52732,1e-08,2.37466,3.62207,0.75089,4625,3.79916
0.280029,-2.09442,3.08067,1e-08,2.37466,3.62207,0.75089,4664,3.98434
0.51785,-2.98599,2.31469,1e-08,2.37466,3.62207,0.75089,4647,3.95235
0.413081,-2.45434,2.51791,1e-08,3.49321,1.46729,0.0244697,4435,9.42217
0.413081,-2.45434,2.51791,1e-08,6,1.30899,-0.105417,4402,9.45962
0.413081,-2.45434,2.51791,1e-08,3.85429,1.51014,0.530564,4487,8.1238
0.413081,-2.45434,2.51791,1e-08,0.953167,0.749474,-0.155882,4403,7.48514
0.413081,-2.45434,2.51791,1e-08,0.877176,1.0471,-0.010651,4316,7.31864
0.402051,-2.987,2.93801,0.000142613,6,1.65122,-0.714304,4548,7.42041
0.300664,-1.86795,2.54966,2.62024e-05,6,1.65122,-0.714304,4545,6.4466
0.458035,-2.59151,2.52732,1e-08,6,1.65122,-0.714304,4516,7.70957
0.413081,-2.45434,2.51791,1e-08,6,1.65122,-0.714304,4491,7.69512
0.51785,-2.98599,2.31469,1e-08,6,1.65122,-0.714304,4523,7.01533
0.506029,-2.85399,2.50113,1e-08,3.49321,1.46729,0.0244697,4399,8.2194
0.506029,-2.85399,2.50113,1e-08,6,1.30899,-0.105417,4405,8.74442
0.506029,-2.85399,2.50113,1e-08,3.85429,1.51014,0.530564,4500,8.25757
0.506029,-2.85399,2.50113,1e-08,0.953167,0.749474,-0.155882,4423,8.13149
0.506029,-2.85399,2.50113,1e-08,0.877176,1.0471,-0.010651,4375,5.67856
0.402051,-2.987,2.93801,0.000142613,4.3262,1e-06,-0.700693,4670,6.22369
0.506029,-2.85399,2.50113,1e-08,4.3262,1e-06,-0.700693,4691,4.33328
0.458035,-2.59151,2.52732,1e-08,4.3262,1e-06,-0.700693,4702,3.49777
0.413081,-2.45434,2.51791,1e-08,4.3262,1e-06,-0.700693,4639,4.1903
0.51785,-2.98599,2.31469,1e-08,4.3262,1e-06,-0.700693,4613,5.05864
0.564438,-2.90524,2.23415,1e-08,3.49321,1.46729,0.0244697,4354,8.60868
0.564438,-2.90524,2.23415,1e-08,6,1.30899,-0.105417,4344,14.633
0.564438,-2.90524,2.23415,1e-08,3.85429,1.51014,0.530564,4464,10.1489
0.564438,-2.90524,2.23415,1e-08,0.953167,0.749474,-0.155882,4412,9.87104
0.564438,-2.90524,2.23415,1e-08,0.877176,1.0471,-0.010651,4425,7.1324
0.402051,-2.987,2.93801,0.000142613,6,3.98547,-0.343358,4654,4.91013
0.506029,-2.85399,2.50113,1e-08,6,3.98547,-0.343358,4651,4.36919
0.458035,-2.59151,2.52732,1e-08,6,3.98547,-0.343358,4669,3.71178
0.413081,-2.45434,2.51791,1e-08,6,3.98547,-0.343358,4672,4.30116
0.51785,-2.98599,2.31469,1e-08,6,3.98547,-0.343358,4659,4.41898
0.351339,-1.7966,3.19375,0.000291036,3.49321,1.46729,0.0244697,4393,9.09649
0.351339,-1.7966,3.19375,0.000291036,6,1.30899,-0.105417,4338,9.39997
0.351339,-1.7966,3.19375,0.000291036,3.85429,1.51014,0.530564,4446,8.20728
0.351339,-1.7966,3.19375,0.000291036,0.953167,0.749474,-0.155882,4406,8.35071
0.351339,-1.7966,3.19375,0.000291036,0.877176,1.0471,-0.010651,4305,10.9228
0.402051,-2.987,2.93801,0.000142613,1.81399,1e-06,-0.400366,4669,4.81169
0.506029,-2.85399,2.50113,1e-08,1.81399,1e-06,-0.400366,4606,5.41843
0.458035,-2.59151,2.52732,1e-08,1.81399,1e-06,-0.400366,4637,5.00273
0.413081,-2.45434,2.51791,1e-08,1.81399,1e-06,-0.400366,4630,5.49858
0.51785,-2.98599,2.31469,1e-08,1.81399,1e-06,-0.400366,4621,5.1017
0.343583,-1.80297,2.52302,0.000248255,3.49321,1.46729,0.0244697,4386,9.34662
0.343583,-1.80297,2.52302,0.000248255,6,1.30899,-0.105417,4380,10.4851
0.343583,-1.80297,2.52302,0.000248255,3.85429,1.51014,0.530564,4461,7.91532
0.343583,-1.80297,2.52302,0.000248255,0.953167,0.749474,-0.155882,4259,11.7325
0.343583,-1.80297,2.52302,0.000248255,0.877176,1.0471,-0.010651,4388,8.11249
0.402051,-2.987,2.93801,0.000142613,1e-06,1.61647,0.785839,4787,0.634306
0.506029,-2.85399,2.50113,1e-08,1e-06,1.61647,0.785839,4786,0.780625
0.458035,-2.59151,2.52732,1e-08,1e-06,1.61647,0.785839,4791,0.609175
0.413081,-2.45434,2.51791,1e-08,1e-06,1.61647,0.785839,4788,0.829156
0.51785,-2.98599,2.31469,1e-08,1e-06,1.61647,0.785839,4782,0.856957
0.347707,-2.18143,2.95134,1e-08,3.49321,1.46729,0.0244697,4452,10.4133
0.347707,-2.18143,2.95134,1e-08,6,1.30899,-0.105417,4387,7.8678
0.347707,-2.18143,2.95134,1e-08,3.85429,1.51014,0.530564,4489,8.26112
0.347707,-2.18143,2.95134,1e-08,0.953167,0.749474,-0.155882,4345,13.7385
0.347707,-2.18143,2.95134,1e-08,0.877176,1.0471,-0.010651,4382,10.9594
0.347707,-2.18143,2.95134,1e-08,2.77714,5.06542,0.765642,4687,3.73277
0.506029,-2.85399,2.50113,1e-08,2.77714,5.06542,0.765642,4685,4.59917
0.458035,-2.59151,2.52732,1e-08,2.77714,5.06542,0.765642,4667,3.85225
0.413081,-2.45434,2.51791,1e-08,2.77714,5.06542,0.765642,4686,3.38886
0.51785,-2.98599,2.31469,1e-08,2.77714,5.06542,0.765642,4697,2.44869
0.395608,-3,2.41759,0.000185394,3.49321,1.46729,0.0244697,4396,9.81389
0.395608,-3,2.41759,0.000185394,6,1.30899,-0.105417,4382,8.68817
0.395608,-3,2.41759,0.000185394,3.85429,1.51014,0.530564,4460,5.59576
0.395608,-3,2.41759,0.000185394,0.953167,0.749474,-0.155882,4380,8.68548
0.395608,-3,2.41759,0.000185394,0.877176,1.0471,-0.010651,4372,8.67107
0.347707,-2.18143,2.95134,1e-08,1.68636,1e-06,-1,4760,1.5411
0.506029,-2.85399,2.50113,1e-08,1.68636,1e-06,-1,4761,1.90292
0.458035,-2.59151,2.52732,1e-08,1.68636,1e-06,-1,4758,1.83286
0.413081,-2.45434,2.51791,1e-08,1.68636,1e-06,-1,4768,1.11803
0.51785,-2.98599,2.31469,1e-08,1.68636,1e-06,-1,4770,1.21835
0.577619,-2.34683,2.80812,0.000494755,3.49321,1.46729,0.0244697,4256,8.03119
0.577619,-2.34683,2.80812,0.000494755,6,1.30899,-0.105417,4273,9.09992
0.577619,-2.34683,2.80812,0.000494755,3.85429,1.51014,0.530564,4305,10.4968
0.577619,-2.34683,2.80812,0.000494755,0.953167,0.749474,-0.155882,4275,11.7645
0.577619,-2.34683,2.80812,0.000494755,0.877176,1.0471,-0.010651,4192,10.2103
0.347707,-2.18143,2.95134,1e-08,4.12456,1.83104,-1,4744,2.09165
0.506029,-2.85399,2.50113,1e-08,4.12456,1.83104,-1,4738,2.52178
0.458035,-2.59151,2.52732,1e-08,4.12456,1.83104,-1,4720,1.58114
0.413081,-2.45434,2.51791,1e-08,4.12456,1.83104,-1,4723,2.29725
0.51785,-2.98599,2.31469,1e-08,4.12456,1.83104,-1,4719,2.13509
0.760411,-3,2.03835,0.000203728,3.49321,1.46729,0.0244697,4251,8.86509
0.760411,-3,2.03835,0.000203728,6,1.30899,-0.105417,4147,9.36228
0.760411,-3,2.03835,0.000203728,3.85429,1.51014,0.530564,4221,12.1358
0.760411,-3,2.03835,0.000203728,0.953167,0.749474,-0.155882,4270,13.3317
0.760411,-3,2.03835,0.000203728,0.877176,1.0471,-0.010651,4095,13.1457
0.347707,-2.18143,2.95134,1e-08,6,4.50208,1,4676,3.30719
0.506029,-2.85399,2.50113,1e-08,6,4.50208,1,4674,3.60338
0.458035,-2.59151,2.52732,1e-08,6,4.50208,1,4673,3.32545
0.413081,-2.45434,2.51791,1e-08,6,4.50208,1,4676,2.83945
0.51785,-2.98599,2.31469,1e-08,6,4.50208,1,4685,3.48602
0.415279,-2.08546,2.85435,0.000494755,3.49321,1.46729,0.0244697,4339,12.4861
0.415279,-2.08546,2.85435,0.000494755,6,1.30899,-0.105417,4363,10.3303
0.415279,-2.08546,2.85435,0.000494755,3.85429,1.51014,0.530564,4426,10.3916
0.415279,-2.08546,2.85435,0.000494755,0.953167,0.749474,-0.155882,4368,9.7788
0.415279,-2.08546,2.85435,0.000494755,0.877176,1.0471,-0.010651,4286,8.55771
0.347707,-2.18143,2.95134,1e-08,2.28642,1e-06,-0.498795,4604,5.01871
0.506029,-2.85399,2.50113,1e-08,2.28642,1e-06,-0.498795,4645,4.84405
0.458035,-2.59151,2.52732,1e-08,2.28642,1e-06,-0.498795,4633,4.82142
0.413081,-2.45434,2.51791,1e-08,2.28642,1e-06,-0.498795,4648,4.06202
0.51785,-2.98599,2.31469,1e-08,2.28642,1e-06,-0.498795,4620,6.49519
0.57265,-3,2.26456,1e-08,3.49321,1.46729,0.0244697,4409,7.818
0.57265,-3,2.26456,1e-08,6,1.30899,-0.105417,4339,9.00846
0.57265,-3,2.26456,1e-08,3.85429,1.51014,0.530564,4462,8.93641
0.57265,-3,2.26456,1e-08,0.953167,0.749474,-0.155882,4372,9.68569
0.57265,-3,2.26456,1e-08,0.877176,1.0471,-0.010651,4341,8.55657
0.347707,-2.18143,2.95134,1e-08,4.37681,3.22305,0.230409,4605,5.18675
0.506029,-2.85399,2.50113,1e-08,4.37681,3.22305,0.230409,4617,5.9788
0.458035,-2.59151,2.52732,1e-08,4.37681,3.22305,0.230409,4638,5.87234
0.413081,-2.45434,2.51791,1e-08,4.37681,3.22305,0.230409,4642,4.16646
0.51785,-2.98599,2.31469,1e-08,4.37681,3.22305,0.230409,4621,3.8926
0.355463,-2.62713,2.36658,0.000142613,3.49321,1.46729,0.0244697,4440,5.59017
0.355463,-2.62713,2.36658,0.000142613,6,1.30899,-0.105417,4373,10.4566
0.355463,-2.62713,2.36658,0.000142613,3.85429,1.51014,0.530564,4485,8.65822
0.355463,-2.62713,2.36658,0.000142613,0.953167,0.749474,-0.155882,4420,10.7209
0.355463,-2.62713,2.36658,0.000142613,0.877176,1.0471,-0.010651,4393,6.94594
0.347707,-2.18143,2.95134,1e-08,2.08086,0.3025,-0.348711,4540,8.89171
0.506029,-2.85399,2.50113,1e-08,2.08086,0.3025,-0.348711,4515,6.89401
0.458035,-2.59151,2.52732,1e-08,2.08086,0.3025,-0.348711,4534,6.11223
0.413081,-2.45434,2.51791,1e-08,2.08086,0.3025,-0.348711,4537,5.32645
0.355463,-2.62713,2.36658,0.000142613,2.08086,0.3025,-0.348711,4563,6.2171
0.624209,-2.27688,2.80896,0.000291036,3.49321,1.46729,0.0244697,4196,12.2755
0.624209,-2.27688,2.80896,0.000291036,6,1.30899,-0.105417,4213,7.27769
0.624209,-2.27688,2.80896,0.000291036,3.85429,1.51014,0.530564,4253,12.4359
