alpha,beta,gamma,delta,gamma1,gamma2,k,alive,stddev
0.646088,-3,2.994,0.000316758,3.04131,4.27828,1,4650,2.93417
0.388959,-1.47295,3.94137,0.001,3.04131,4.27828,1,4645,4.44014
-0.180822,-3,3.75423,1e-08,3.04131,4.27828,1,4552,7.9136
0.45981,-3,2.45905,0.000678276,4.78799,3.72558,0.530564,4656,4.65027
0.45981,-3,2.45905,0.000678276,0.732811,0.86044,0.580493,4404,8.55497
0.45981,-3,2.45905,0.000678276,1.43724,0.3025,-0.88873,4636,5.80409
0.45981,-3,2.45905,0.000678276,3.36119,1.90069,-0.516953,4471,5.31471
0.45981,-3,2.45905,0.000678276,3.72338,1.41179,0.352886,4392,8.20823
0.330625,-3,3.19586,0.000221733,5.54667,3.23612,0.910215,4604,6.35905
0.45981,-1.9739,3.05065,0.000322304,5.54667,3.23612,0.910215,4638,4.63512
0.646088,-3,2.994,0.000316758,5.54667,3.23612,0.910215,4607,6.29949
0.388959,-1.47295,3.94137,0.001,5.54667,3.23612,0.910215,4552,5.60134
0.45981,-3,2.45905,0.000678276,5.54667,3.23612,0.910215,4642,3.90312
0.427765,-1.94571,3.60228,0.000618649,4.78799,3.72558,0.530564,4615,5.78758
0.427765,-1.94571,3.60228,0.000618649,0.732811,0.86044,0.580493,4344,8.16241
0.427765,-1.94571,3.60228,0.000618649,1.43724,0.3025,-0.88873,4619,6.4587
0.427765,-1.94571,3.60228,0.000618649,3.36119,1.90069,-0.516953,4468,6.58122
0.427765,-1.94571,3.60228,0.000618649,3.72338,1.41179,0.352886,4351,9.78819
0.330625,-3,3.19586,0.000221733,4.56798,3.40123,0.00631123,4647,4.59577
0.45981,-1.9739,3.05065,0.000322304,4.56798,3.40123,0.00631123,4597,3.75364
0.646088,-3,2.994,0.000316758,4.56798,3.40123,0.00631123,4564,6.72216
0.388959,-1.47295,3.94137,0.001,4.56798,3.40123,0.00631123,4578,6.28366
0.45981,-3,2.45905,0.000678276,4.56798,3.40123,0.00631123,4618,4.48435
0.843676,-1.50856,3.75423,0.000388158,4.78799,3.72558,0.530564,4463,6.74044
0.843676,-1.50856,3.75423,0.000388158,0.732811,0.86044,0.580493,4379,9.43874
0.843676,-1.50856,3.75423,0.000388158,1.43724,0.3025,-0.88873,4173,5.17468
0.843676,-1.50856,3.75423,0.000388158,3.36119,1.90069,-0.516953,4143,3.976
0.843676,-1.50856,3.75423,0.000388158,3.72338,1.41179,0.352886,4326,12.4543
0.330625,-3,3.19586,0.000221733,1.28002,4.51354,1,4666,4.34274
0.45981,-1.9739,3.05065,0.000322304,1.28002,4.51354,1,4677,3.45902
0.646088,-3,2.994,0.000316758,1.28002,4.51354,1,4633,5.40797
0.388959,-1.47295,3.94137,0.001,1.28002,4.51354,1,4649,4.49957
0.45981,-3,2.45905,0.000678276,1.28002,4.51354,1,4666,4.83315
1.02238,-0.929893,3.90858,0.000547446,4.78799,3.72558,0.530564,4156,10.115
1.02238,-0.929893,3.90858,0.000547446,0.732811,0.86044,0.580493,4348,12.6368
1.02238,-0.929893,3.90858,0.000547446,1.43724,0.3025,-0.88873,4056,9.40744
1.02238,-0.929893,3.90858,0.000547446,3.36119,1.90069,-0.516953,4026,9.78439
1.02238,-0.929893,3.90858,0.000547446,3.72338,1.41179,0.352886,4193,12.0284
0.330625,-3,3.19586,0.000221733,2.5199,4.78079,-0.267776,4691,3.48602
0.45981,-1.9739,3.05065,0.000322304,2.5199,4.78079,-0.267776,4668,4.43706
0.646088,-3,2.994,0.000316758,2.5199,4.78079,-0.267776,4652,5.7173
0.388959,-1.47295,3.94137,0.001,2.5199,4.78079,-0.267776,4681,4.59577
0.45981,-3,2.45905,0.000678276,2.5199,4.78079,-0.267776,4659,5.02766
0.527808,-1.50856,3.33515,0.000600145,4.78799,3.72558,0.530564,4443,8.73727
0.527808,-1.50856,3.33515,0.000600145,0.732811,0.86044,0.580493,4238,11.8315
0.527808,-1.50856,3.33515,0.000600145,1.43724,0.3025,-0.88873,4485,9.13591
0.527808,-1.50856,3.33515,0.000600145,3.36119,1.90069,-0.516953,4173,9.92609
0.527808,-1.50856,3.33515,0.000600145,3.72338,1.41179,0.352886,4079,12.9444
0.330625,-3,3.19586,0.000221733,1e-06,1.73529,0.735209,4787,0.634306
0.45981,-1.9739,3.05065,0.000322304,1e-06,1.73529,0.735209,4788,0.829156
0.646088,-3,2.994,0.000316758,1e-06,1.73529,0.735209,4783,0.658478
0.388959,-1.47295,3.94137,0.001,1e-06,1.73529,0.735209,4795,0.463512
0.45981,-3,2.45905,0.000678276,1e-06,1.73529,0.735209,4789,0.681795
0.177799,-2.53749,3.62165,0.000433058,4.78799,3.72558,0.530564,4610,5.61109
0.177799,-2.53749,3.62165,0.000433058,0.732811,0.86044,0.580493,4347,12.7609
0.177799,-2.53749,3.62165,0.000433058,1.43724,0.3025,-0.88873,4663,4.873
0.177799,-2.53749,3.62165,0.000433058,3.36119,1.90069,-0.516953,4517,7.54751
0.177799,-2.53749,3.62165,0.000433058,3.72338,1.41179,0.352886,4390,10.6588
0.330625,-3,3.19586,0.000221733,1e-06,4.89271,0.278726,4791,0.704339
0.45981,-1.9739,3.05065,0.000322304,1e-06,4.89271,0.278726,4788,0.661438
0.646088,-3,2.994,0.000316758,1e-06,4.89271,0.278726,4787,0.881671
0.177799,-2.53749,3.62165,0.000433058,1e-06,4.89271,0.278726,4788,1.03078
0.45981,-3,2.45905,0.000678276,1e-06,4.89271,0.278726,4789,0.768013
0.330625,-2.39096,3.17805,1e-08,4.78799,3.72558,0.530564,4617,3.58763
0.330625,-2.39096,3.17805,1e-08,0.732811,0.86044,0.580493,4405,9.72573
0.330625,-2.39096,3.17805,1e-08,1.43724,0.3025,-0.88873,4668,5.61805
0.330625,-2.39096,3.17805,1e-08,3.36119,1.90069,-0.516953,4523,5.28818
0.330625,-2.39096,3.17805,1e-08,3.72338,1.41179,0.352886,4417,7.31837
0.330625,-3,3.19586,0.000221733,2.4237,0.399861,-0.691958,4597,6.35137
0.45981,-1.9739,3.05065,0.000322304,2.4237,0.399861,-0.691958,4550,9.14382
0.646088,-3,2.994,0.000316758,2.4237,0.399861,-0.691958,4532,4.67039
0.330625,-2.39096,3.17805,1e-08,2.4237,0.399861,-0.691958,4616,4.69042
0.45981,-3,2.45905,0.000678276,2.4237,0.399861,-0.691958,4592,5.35023
0.489002,-1.03579,3.67423,0.000981495,4.78799,3.72558,0.530564,4410,5.71046
0.489002,-1.03579,3.67423,0.000981495,0.732811,0.86044,0.580493,4175,12.3515
0.489002,-1.03579,3.67423,0.000981495,1.43724,0.3025,-0.88873,4397,8.63292
0.489002,-1.03579,3.67423,0.000981495,3.36119,1.90069,-0.516953,4062,9.01301
0.489002,-1.03579,3.67423,0.000981495,3.72338,1.41179,0.352886,4047,8.59119
0.330625,-3,3.19586,0.000221733,4.98635,1.25682,-1,4694,2.86956
0.45981,-1.9739,3.05065,0.000322304,4.98635,1.25682,-1,4721,2.48668
0.646088,-3,2.994,0.000316758,4.98635,1.25682,-1,4701,2.48039
0.330625,-2.39096,3.17805,1e-08,4.98635,1.25682,-1,4722,2.26039
0.45981,-3,2.45905,0.000678276,4.98635,1.25682,-1,4698,2.68968
0.605254,-3,2.47215,1e-08,4.78799,3.72558,0.530564,4655,4.94303
0.605254,-3,2.47215,1e-08,0.732811,0.86044,0.580493,4447,10.9514
0.605254,-3,2.47215,1e-08,1.43724,0.3025,-0.88873,4605,4.09602
0.605254,-3,2.47215,1e-08,3.36119,1.90069,-0.516953,4514,9.39332
0.605254,-3,2.47215,1e-08,3.72338,1.41179,0.352886,4437,8.00561
0.330625,-3,3.19586,0.000221733,1e-06,1.26024,-0.568413,4788,0.901388
0.45981,-1.9739,3.05065,0.000322304,1e-06,1.26024,-0.568413,4790,0.695971
0.646088,-3,2.994,0.000316758,1e-06,1.26024,-0.568413,4791,0.609175
0.330625,-2.39096,3.17805,1e-08,1e-06,1.26024,-0.568413,4798,0.330719
0.605254,-3,2.47215,1e-08,1e-06,1.26024,-0.568413,4788,0.75
0.341361,-1.79869,3.74222,0.000805511,4.78799,3.72558,0.530564,4628,6.66615
0.341361,-1.79869,3.74222,0.000805511,0.732811,0.86044,0.580493,4320,10.1858
0.341361,-1.79869,3.74222,0.000805511,1.43724,0.3025,-0.88873,4636,6.16948
0.341361,-1.79869,3.74222,0.000805511,3.36119,1.90069,-0.516953,4519,8.29133
0.341361,-1.79869,3.74222,0.000805511,3.72338,1.41179,0.352886,4373,7.71945
0.330625,-3,3.19586,0.000221733,0.989423,1e-06,0.209546,4654,3.51559
0.45981,-1.9739,3.05065,0.000322304,0.989423,1e-06,0.209546,4605,5.54773
0.646088,-3,2.994,0.000316758,0.989423,1e-06,0.209546,4604,4.63006
0.330625,-2.39096,3.17805,1e-08,0.989423,1e-06,0.209546,4624,4
0.605254,-3,2.47215,1e-08,0.989423,1e-06,0.209546,4643,4.57191
-0.0224455,-1.50856,4.23261,0.000600145,4.78799,3.72558,0.530564,4518,11.1348
-0.0224455,-1.50856,4.23261,0.000600145,0.732811,0.86044,0.580493,4158,9.38666
-0.0224455,-1.50856,4.23261,0.000600145,1.43724,0.3025,-0.88873,4656,4.45814
-0.0224455,-1.50856,4.23261,0.000600145,3.36119,1.90069,-0.516953,4436,9.70502
-0.0224455,-1.50856,4.23261,0.000600145,3.72338,1.41179,0.352886,4152,12.4097
0.330625,-3,3.19586,0.000221733,4.72214,2.68921,0.910215,4546,6.89995
0.45981,-1.9739,3.05065,0.000322304,4.72214,2.68921,0.910215,4597,8.25166
0.646088,-3,2.994,0.000316758,4.72214,2.68921,0.910215,4590,4.72857
0.330625,-2.39096,3.17805,1e-08,4.72214,2.68921,0.910215,4580,6.1796
0.605254,-3,2.47215,1e-08,4.72214,2.68921,0.910215,4619,4.02677
0.427765,-1.93106,2.994,0.000544797,4.78799,3.72558,0.530564,4617,4.16786
0.427765,-1.93106,2.994,0.000544797,0.732811,0.86044,0.580493,4396,10.5268
0.427765,-1.93106,2.994,0.000544797,1.43724,0.3025,-0.88873,4637,6.13615
0.427765,-1.93106,2.994,0.000544797,3.36119,1.90069,-0.516953,4482,5.20667
0.427765,-1.93106,2.994,0.000544797,3.72338,1.41179,0.352886,4390,9.91133
0.330625,-3,3.19586,0.000221733,0.433919,5.18827,1,4665,5.07406
0.45981,-1.9739,3.05065,0.000322304,0.433919,5.18827,1,4686,4.10602
0.646088,-3,2.994,0.000316758,0.433919,5.18827,1,4682,2.82566
0.330625,-2.39096,3.17805,1e-08,0.433919,5.18827,1,4676,3.45507
0.605254,-3,2.47215,1e-08,0.433919,5.18827,1,4703,2.56098
0.399327,-1.88124,3.5744,0.000504804,4.78799,3.72558,0.530564,4612,6.66615
0.399327,-1.88124,3.5744,0.000504804,0.732811,0.86044,0.580493,4250,9.82265
0.399327,-1.88124,3.5744,0.000504804,1.43724,0.3025,-0.88873,4648,4.67707
0.399327,-1.88124,3.5744,0.000504804,3.36119,1.90069,-0.516953,4518,7.38982
0.399327,-1.88124,3.5744,0.000504804,3.72338,1.41179,0.352886,4428,9.46375
0.330625,-3,3.19586,0.000221733,6,1e-06,-0.638722,4657,3.89661
0.45981,-1.9739,3.05065,0.000322304,6,1e-06,-0.638722,4679,4.16786
0.646088,-3,2.994,0.000316758,6,1e-06,-0.638722,4642,5.26634
0.330625,-2.39096,3.17805,1e-08,6,1e-06,-0.638722,4690,3.90312
0.605254,-3,2.47215,1e-08,6,1e-06,-0.638722,4619,5.86002
0.368525,-2.11937,3.07906,0.000486869,4.78799,3.72558,0.530564,4674,3.73957
0.368525,-2.11937,3.07906,0.000486869,0.732811,0.86044,0.580493,4419,7.72349
0.368525,-2.11937,3.07906,0.000486869,1.43724,0.3025,-0.88873,4619,5.84935
0.368525,-2.11937,3.07906,0.000486869,3.36119,1.90069,-0.516953,4503,8.1238
0.368525,-2.11937,3.07906,0.000486869,3.72338,1.41179,0.352886,4410,12.5791
0.330625,-3,3.19586,0.000221733,4.85645,0.855221,-0.886319,4559,7.18913
0.45981,-1.9739,3.05065,0.000322304,4.85645,0.855221,-0.886319,4538,7.43198
0.368525,-2.11937,3.07906,0.000486869,4.85645,0.855221,-0.886319,4511,5.88928
0.330625,-2.39096,3.17805,1e-08,4.85645,0.855221,-0.886319,4584,5.44289
0.605254,-3,2.47215,1e-08,4.85645,0.855221,-0.886319,4527,8.03484
0.494681,-1.93106,4.02246,0.001,4.78799,3.72558,0.530564,4597,4.83113
0.494681,-1.93106,4.02246,0.001,0.732811,0.86044,0.580493,4320,9.5
0.494681,-1.93106,4.02246,0.001,1.43724,0.3025,-0.88873,4600,5.54527
0.494681,-1.93106,4.02246,0.001,3.36119,1.90069,-0.516953,4424,7.07107
0.494681,-1.93106,4.02246,0.001,3.72338,1.41179,0.352886,4315,12.1744
0.330625,-3,3.19586,0.000221733,5.15055,4.30053,-0.986047,4722,3.42555
0.45981,-1.9739,3.05065,0.000322304,5.15055,4.30053,-0.986047,4722,3.38886
0.368525,-2.11937,3.07906,0.000486869,5.15055,4.30053,-0.986047,4722,2.80346
0.330625,-2.39096,3.17805,1e-08,5.15055,4.30053,-0.986047,4733,2.09818
0.605254,-3,2.47215,1e-08,5.15055,4.30053,-0.986047,4711,2.59732
0.454294,-1.31462,2.91225,0.000730391,4.78799,3.72558,0.530564,4555,5.82794
0.454294,-1.31462,2.91225,0.000730391,0.732811,0.86044,0.580493,4232,11.7527
0.454294,-1.31462,2.91225,0.000730391,1.43724,0.3025,-0.88873,4594,7.73688
0.454294,-1.31462,2.91225,0.000730391,3.36119,1.90069,-0.516953,4281,6.5189
0.454294,-1.31462,2.91225,0.000730391,3.72338,1.41179,0.352886,4166,13.5917
0.330625,-3,3.19586,0.000221733,3.36119,5.38339,-0.0449293,4666,3.37037
0.45981,-1.9739,3.05065,0.000322304,3.36119,5.38339,-0.0449293,4694,3.15981
0.368525,-2.11937,3.07906,0.000486869,3.36119,5.38339,-0.0449293,4676,4.43706
0.330625,-2.39096,3.17805,1e-08,3.36119,5.38339,-0.0449293,4654,4.85895
0.605254,-3,2.47215,1e-08,3.36119,5.38339,-0.0449293,4706,3.29536
0.508985,-1.47857,4.62607,0.001,4.78799,3.72558,0.530564,4497,7.33543
0.508985,-1.47857,4.62607,0.001,0.732811,0.86044,0.580493,4169,14.5515
0.508985,-1.47857,4.62607,0.001,1.43724,0.3025,-0.88873,4480,10.0871
0.508985,-1.47857,4.62607,0.001,3.36119,1.90069,-0.516953,4264,10.2896
0.508985,-1.47857,4.62607,0.001,3.72338,1.41179,0.352886,4064,10.9144
0.330625,-3,3.19586,0.000221733,4.78799,6,0.530564,4689,2.98891
0.45981,-1.9739,3.05065,0.000322304,4.78799,6,0.530564,4703,3.2494
0.368525,-2.11937,3.07906,0.000486869,4.78799,6,0.530564,4688,3.85681
0.330625,-2.39096,3.17805,1e-08,4.78799,6,0.530564,4675,3.04587
0.605254,-3,2.47215,1e-08,4.78799,6,0.530564,4718,3.44374
0.623656,-2.97001,2.95436,0.000472503,4.78799,3.72558,0.530564,4663,4.58215
0.623656,-2.97001,2.95436,0.000472503,0.732811,0.86044,0.580493,4388,11.9085
0.623656,-2.97001,2.95436,0.000472503,1.43724,0.3025,-0.88873,4648,5.14782
0.623656,-2.97001,2.95436,0.000472503,3.36119,1.90069,-0.516953,4483,8.08717
0.623656,-2.97001,2.95436,0.000472503,3.72338,1.41179,0.352886,4407,9.34056
0.330625,-3,3.19586,0.000221733,1e-06,1e-06,-0.729405,4791,0.863767
0.45981,-1.9739,3.05065,0.000322304,1e-06,1e-06,-0.729405,4793,0.704339
0.368525,-2.11937,3.07906,0.000486869,1e-06,1e-06,-0.729405,4782,0.856957
0.330625,-2.39096,3.17805,1e-08,1e-06,1e-06,-0.729405,4791,0.609175
0.605254,-3,2.47215,1e-08,1e-06,1e-06,-0.729405,4793,0.788095
0.604619,-3,3.05355,0.000276208,4.78799,3.72558,0.530564,4657,3.52613
0.604619,-3,3.05355,0.000276208,0.732811,0.86044,0.580493,4408,8.52936
0.604619,-3,3.05355,0.000276208,1.43724,0.3025,-0.88873,4614,5.64441
0.604619,-3,3.05355,0.000276208,3.36119,1.90069,-0.516953,4481,7.86979
0.604619,-3,3.05355,0.000276208,3.72338,1.41179,0.352886,4476,6.85109
0.330625,-3,3.19586,0.000221733,1e-06,1.57954,-0.498599,4790,0.695971
0.604619,-3,3.05355,0.000276208,1e-06,1.57954,-0.498599,4788,0.829156
0.368525,-2.11937,3.07906,0.000486869,1e-06,1.57954,-0.498599,4786,0.599479
0.330625,-2.39096,3.17805,1e-08,1e-06,1.57954,-0.498599,4789,0.681795
0.605254,-3,2.47215,1e-08,1e-06,1.57954,-0.498599,4785,0.826797
0.450924,-2.18688,3.36063,0.000604135,4.78799,3.72558,0.530564,4647,5.72242
0.450924,-2.18688,3.36063,0.000604135,0.732811,0.86044,0.580493,4356,8.28779
0.450924,-2.18688,3.36063,0.000604135,1.43724,0.3025,-0.88873,4611,7.34182
0.450924,-2.18688,3.36063,0.000604135,3.36119,1.90069,-0.516953,4485,6.40038
0.450924,-2.18688,3.36063,0.000604135,3.72338,1.41179,0.352886,4374,9.78439
0.330625,-3,3.19586,0.000221733,2.33311,1.63694,1,4549,6.40038
0.604619,-3,3.05355,0.000276208,2.33311,1.63694,1,4498,6.62264
0.368525,-2.11937,3.07906,0.000486869,2.33311,1.63694,1,4461,7.073
0.330625,-2.39096,3.17805,1e-08,2.33311,1.63694,1,4476,7.11952
0.605254,-3,2.47215,1e-08,2.33311,1.63694,1,4466,7.01672
0.474774,-3,2.42428,1e-08,4.78799,3.72558,0.530564,4650,6.71635
0.474774,-3,2.42428,1e-08,0.732811,0.86044,0.580493,4435,7.48514
0.474774,-3,2.42428,1e-08,1.43724,0.3025,-0.88873,4651,3.66945
0.474774,-3,2.42428,1e-08,3.36119,1.90069,-0.516953,4487,7.21083
0.474774,-3,2.42428,1e-08,3.72338,1.41179,0.352886,4331,11.089
0.330625,-3,3.19586,0.000221733,4.76499,6,0.824201,4687,3.976
0.604619,-3,3.05355,0.000276208,4.76499,6,0.824201,4731,2.49296
0.368525,-2.11937,3.07906,0.000486869,4.76499,6,0.824201,4693,3.60067
0.330625,-2.39096,3.17805,1e-08,4.76499,6,0.824201,4688,3.74166
0.605254,-3,2.47215,1e-08,4.76499,6,0.824201,4697,2.95738
0.251078,-1.07142,4.48989,0.001,4.78799,3.72558,0.530564,4599,5.84133
0.251078,-1.07142,4.48989,0.001,0.732811,0.86044,0.580493,4314,8.3955
0.251078,-1.07142,4.48989,0.001,1.43724,0.3025,-0.88873,4639,6.19948
0.251078,-1.07142,4.48989,0.001,3.36119,1.90069,-0.516953,4422,11.8473
0.251078,-1.07142,4.48989,0.001,3.72338,1.41179,0.352886,4161,12.0855
0.330625,-3,3.19586,0.000221733,3.67484,2.70691,0.193011,4561,6.00488
0.604619,-3,3.05355,0.000276208,3.67484,2.70691,0.193011,4560,6.37377
0.368525,-2.11937,3.07906,0.000486869,3.67484,2.70691,0.193011,4527,7.59497
0.330625,-2.39096,3.17805,1e-08,3.67484,2.70691,0.193011,4558,5.76493
0.605254,-3,2.47215,1e-08,3.67484,2.70691,0.193011,4615,5.86269
0.352822,-2.09838,3.05131,0.00059589,4.78799,3.72558,0.530564,4631,4.80844
0.352822,-2.09838,3.05131,0.00059589,0.732811,0.86044,0.580493,4315,12.1641
0.352822,-2.09838,3.05131,0.00059589,1.43724,0.3025,-0.88873,4653,7.10826
0.352822,-2.09838,3.05131,0.00059589,3.36119,1.90069,-0.516953,4510,7.52392
0.352822,-2.09838,3.05131,0.00059589,3.72338,1.41179,0.352886,4321,8.54012
0.330625,-3,3.19586,0.000221733,1.65988,6,0.384942,4701,2.69766
0.604619,-3,3.05355,0.000276208,1.65988,6,0.384942,4705,2.33101
0.368525,-2.11937,3.07906,0.000486869,1.65988,6,0.384942,4688,3.937
0.330625,-2.39096,3.17805,1e-08,1.65988,6,0.384942,4717,3.00455
0.605254,-3,2.47215,1e-08,1.65988,6,0.384942,4709,4.26789
0.46813,-2.27273,2.4999,5.06156e-05,4.78799,3.72558,0.530564,4641,4.46471
0.46813,-2.27273,2.4999,5.06156e-05,0.732811,0.86044,0.580493,4407,10.0497
0.46813,-2.27273,2.4999,5.06156e-05,1.43724,0.3025,-0.88873,4647,3.37211
0.46813,-2.27273,2.4999,5.06156e-05,3.36119,1.90069,-0.516953,4533,6.77051
0.46813,-2.27273,2.4999,5.06156e-05,3.72338,1.41179,0.352886,4353,8.01147
0.330625,-3,3.19586,0.000221733,1e-06,2.75298,1,4789,0.681795
0.604619,-3,3.05355,0.000276208,1e-06,2.75298,1,4787,0.726184
0.368525,-2.11937,3.07906,0.000486869,1e-06,2.75298,1,4790,0.927025
0.330625,-2.39096,3.17805,1e-08,1e-06,2.75298,1,4780,0.661438
0.605254,-3,2.47215,1e-08,1e-06,2.75298,1,4784,0.612372
0.186477,-2.21687,3.96743,0.000575089,4.78799,3.72558,0.530564,4615,4.16786
0.186477,-2.21687,3.96743,0.000575089,0.732811,0.86044,0.580493,4347,13.9002
0.186477,-2.21687,3.96743,0.000575089,1.43724,0.3025,-0.88873,4687,5.0679
0.186477,-2.21687,3.96743,0.000575089,3.36119,1.90069,-0.516953,4462,6.92708
0.186477,-2.21687,3.96743,0.000575089,3.72338,1.41179,0.352886,4342,9.74599
0.330625,-3,3.19586,0.000221733,3.87604,3.36393,0.80907,4624,5.74456
0.604619,-3,3.05355,0.000276208,3.87604,3.36393,0.80907,4641,5.18976
0.368525,-2.11937,3.07906,0.000486869,3.87604,3.36393,0.80907,4613,4.02677
0.330625,-2.39096,3.17805,1e-08,3.87604,3.36393,0.80907,4613,3.66945
0.605254,-3,2.47215,1e-08,3.87604,3.36393,0.80907,4638,4.56721
0.646088,-2.86819,3.13631,0.000262283,4.78799,3.72558,0.530564,4609,4.16036
0.646088,-2.86819,3.13631,0.000262283,0.732811,0.86044,0.580493,4380,10.8138
0.646088,-2.86819,3.13631,0.000262283,1.43724,0.3025,-0.88873,4580,5.80409
0.646088,-2.86819,3.13631,0.000262283,3.36119,1.90069,-0.516953,4417,5.52798
0.646088,-2.86819,3.13631,0.000262283,3.72338,1.41179,0.352886,4399,10.7498
0.330625,-3,3.19586,0.000221733,0.1286,1.90069,-0.516953,4607,5.35571
0.604619,-3,3.05355,0.000276208,0.1286,1.90069,-0.516953,4497,7.09286
0.368525,-2.11937,3.07906,0.000486869,0.1286,1.90069,-0.516953,4553,9.08274
0.330625,-2.39096,3.17805,1e-08,0.1286,1.90069,-0.516953,4579,5.59262
0.605254,-3,2.47215,1e-08,0.1286,1.90069,-0.516953,4520,6.59545
0.202179,-2.23786,3.99519,0.000466068,4.78799,3.72558,0.530564,4612,5.59576
0.202179,-2.23786,3.99519,0.000466068,0.732811,0.86044,0.580493,4368,9.95615
0.202179,-2.23786,3.99519,0.000466068,1.43724,0.3025,-0.88873,4660,5.99479
0.202179,-2.23786,3.99519,0.000466068,3.36119,1.90069,-0.516953,4520,7.59111
0.202179,-2.23786,3.99519,0.000466068,3.72338,1.41179,0.352886,4339,12.079
0.330625,-3,3.19586,0.000221733,1.35033,3.24054,0.530564,4632,6.43234
0.604619,-3,3.05355,0.000276208,1.35033,3.24054,0.530564,4649,6.33412
0.368525,-2.11937,3.07906,0.000486869,1.35033,3.24054,0.530564,4614,5.1826
0.330625,-2.39096,3.17805,1e-08,1.35033,3.24054,0.530564,4619,4.60596
0.605254,-3,2.47215,1e-08,1.35033,3.24054,0.530564,4635,3.47705
0.382829,-1.66687,3.68268,0.000472503,4.78799,3.72558,0.530564,4656,4.06202
0.382829,-1.66687,3.68268,0.000472503,0.732811,0.86044,0.580493,4361,11.5486
0.382829,-1.66687,3.68268,0.000472503,1.43724,0.3025,-0.88873,4615,4.78237
0.382829,-1.66687,3.68268,0.000472503,3.36119,1.90069,-0.516953,4500,8.22724
0.382829,-1.66687,3.68268,0.000472503,3.72338,1.41179,0.352886,4428,8.71421
0.330625,-3,3.19586,0.000221733,6,2.92864,0.0189581,4591,7.40328
0.604619,-3,3.05355,0.000276208,6,2.92864,0.0189581,4590,6.06089
0.368525,-2.11937,3.07906,0.000486869,6,2.92864,0.0189581,4619,4.95881
0.330625,-2.39096,3.17805,1e-08,6,2.92864,0.0189581,4619,5.64268
0.605254,-3,2.47215,1e-08,6,2.92864,0.0189581,4640,4.56892
0.250931,-2.51695,3.84387,0.000735112,4.78799,3.72558,0.530564,4650,4.91013
0.250931,-2.51695,3.84387,0.000735112,0.732811,0.86044,0.580493,4412,8.63496
0.250931,-2.51695,3.84387,0.000735112,1.43724,0.3025,-0.88873,4676,5.49432
0.250931,-2.51695,3.84387,0.000735112,3.36119,1.90069,-0.516953,4493,7.22166
0.250931,-2.51695,3.84387,0.000735112,3.72338,1.41179,0.352886,4359,7.44957
0.330625,-3,3.19586,0.000221733,5.72548,5.22641,0.70557,4694,4.72857
0.604619,-3,3.05355,0.000276208,5.72548,5.22641,0.70557,4666,3.29536
0.368525,-2.11937,3.07906,0.000486869,5.72548,5.22641,0.70557,4702,3.40725
0.330625,-2.39096,3.17805,1e-08,5.72548,5.22641,0.70557,4666,3.01817
0.605254,-3,2.47215,1e-08,5.72548,5.22641,0.70557,4694,3.23796
0.278769,-2.166,3.74222,0.000593996,4.78799,3.72558,0.530564,4606,4.94817
0.278769,-2.166,3.74222,0.000593996,0.732811,0.86044,0.580493,4333,10.7017
0.278769,-2.166,3.74222,0.000593996,1.43724,0.3025,-0.88873,4649,4.01511
0.278769,-2.166,3.74222,0.000593996,3.36119,1.90069,-0.516953,4491,7.91137
0.278769,-2.166,3.74222,0.000593996,3.72338,1.41179,0.352886,4397,8.5456
0.330625,-3,3.19586,0.000221733,2.18246,1.92215,-0.764354,4601,5.12309
0.604619,-3,3.05355,0.000276208,2.18246,1.92215,-0.764354,4564,5.90021
0.368525,-2.11937,3.07906,0.000486869,2.18246,1.92215,-0.764354,4553,5.98925
0.330625,-2.39096,3.17805,1e-08,2.18246,1.92215,-0.764354,4642,4.64859
0.605254,-3,2.47215,1e-08,2.18246,1.92215,-0.764354,4552,7
0.47466,-3,3.22948,0.000521703,4.78799,3.72558,0.530564,4623,6.1387
0.47466,-3,3.22948,0.000521703,0.732811,0.86044,0.580493,4392,7.50833
0.47466,-3,3.22948,0.000521703,1.43724,0.3025,-0.88873,4600,6.31467
0.47466,-3,3.22948,0.000521703,3.36119,1.90069,-0.516953,4490,8.32823
0.47466,-3,3.22948,0.000521703,3.72338,1.41179,0.352886,4355,9.40225
0.330625,-3,3.19586,0.000221733,4.3024,1e-06,-1,4774,1.16592
0.604619,-3,3.05355,0.000276208,4.3024,1e-06,-1,4762,1.49478
0.368525,-2.11937,3.07906,0.000486869,4.3024,1e-06,-1,4762,2.23257
0.330625,-2.39096,3.17805,1e-08,4.3024,1e-06,-1,4764,1.25
0.605254,-3,2.47215,1e-08,4.3024,1e-06,-1,4772,0.829156
0.543934,-3,2.67211,1e-08,4.78799,3.72558,0.530564,4652,4.23527
0.543934,-3,2.67211,1e-08,0.732811,0.86044,0.580493,4402,7.03451
0.543934,-3,2.67211,1e-08,1.43724,0.3025,-0.88873,4628,3.94493
0.543934,-3,2.67211,1e-08,3.36119,1.90069,-0.516953,4505,9.19897
0.543934,-3,2.67211,1e-08,3.72338,1.41179,0.352886,4408,9.94987
0.330625,-3,3.19586,0.000221733,4.79178,3.01097,-1,4768,1.27475
0.604619,-3,3.05355,0.000276208,4.79178,3.01097,-1,4759,1.99902
0.368525,-2.11937,3.07906,0.000486869,4.79178,3.01097,-1,4762,1.99609
0.330625,-2.39096,3.17805,1e-08,4.79178,3.01097,-1,4750,1.86665
